all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,usd_defl_2014,year,project_title,recipient_condensed,round_coded
Ghana,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Korle-Bu Teaching Hospital, Accra, Ghana",5.55602,-0.1969,Accra,14300970.89090909,2009,Nine Chinese doctors to work at Ghanaian Hospital,Ghana,ChinatoAfrica
Rwanda,Government and Civil Society,Grant,ODA-like,"Chinese Communist Party, Political Party",Development,Kimihurura,-1.9583,30.0931,Kimihurura,151294.0,2008,China donates RWF60M of office equipment to Rwanda political party,Rwanda,EcologicallySensitive
Rwanda,Government and Civil Society,Grant,ODA-like,"Chinese Communist Party, Political Party",Development,Kimihurura,0.0,0.0,Rwanda,151294.0,2008,China donates RWF60M of office equipment to Rwanda political party,Rwanda,EcologicallySensitive
Nigeria,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Nigeria,905564.0,2007,China donates Avian flu-fighting equipment,Nigeria,ChinatoAfrica
Nigeria,Energy Generation and Supply,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Taraba,8.0,10.5,Taraba State,488259568.0,2007,China Exim Bank provided $300 million USD loan for Mambilla Hydroelectric Project (linked to #1844) ,Nigeria,ChinatoAfrica
Nigeria,Energy Generation and Supply,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Taraba,6.72556,11.25652,Gembu,488259568.0,2007,China Exim Bank provided $300 million USD loan for Mambilla Hydroelectric Project (linked to #1844) ,Nigeria,ChinatoAfrica
Rwanda,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Rwanda,94997.0,2009,"China grants 70,000 USD to President's efforts supporting vulnerable children",Rwanda,EcologicallySensitive
Nigeria,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Nigeria,12430969.0,2002,China delivers annual medical aid to Nigeria,Nigeria,ChinatoAfrica
Ghana,Water Supply and Sanitation,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,"Kpong, Ghana and Accra, Ghana",5.75,0.0,Greater Accra Region,327001503.0,2010,China gives Ghana 273m dollars for expansion of water supply project,Ghana,ChinatoAfrica
Ghana,Water Supply and Sanitation,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,"Kpong, Ghana and Accra, Ghana",5.81551,-0.11757,Oyibi,327001503.0,2010,China gives Ghana 273m dollars for expansion of water supply project,Ghana,ChinatoAfrica
Ghana,Water Supply and Sanitation,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,"Kpong, Ghana and Accra, Ghana",6.15861,0.06261,Kpong,327001503.0,2010,China gives Ghana 273m dollars for expansion of water supply project,Ghana,ChinatoAfrica
Ghana,Water Supply and Sanitation,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,"Kpong, Ghana and Accra, Ghana",5.55602,-0.1969,Accra,327001503.0,2010,China gives Ghana 273m dollars for expansion of water supply project,Ghana,ChinatoAfrica
Ghana,Water Supply and Sanitation,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,"Kpong, Ghana and Accra, Ghana",5.64152,-0.1776,Okponglo,327001503.0,2010,China gives Ghana 273m dollars for expansion of water supply project,Ghana,ChinatoAfrica
Rwanda,"Agriculture, Forestry and Fishing",Vague TBD,Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Rwamagana,-1.2952,30.3226,Nyagatare,50746213.31132075,2009,China funds construction of rice processing plant,Rwanda,EcologicallySensitive
Rwanda,"Agriculture, Forestry and Fishing",Vague TBD,Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Rwamagana,-1.9487,30.4347,Rwamagana,50746213.31132075,2009,China funds construction of rice processing plant,Rwanda,EcologicallySensitive
Rwanda,Trade and Tourism,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Rwanda,8589290.0,2011,China loans 50 million RMB Interest-free to boost trade (linked to project ID#2022),Rwanda,EcologicallySensitive
Rwanda,Trade and Tourism,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Rwanda,8589290.0,2011,China grants 50m RMB to Rwanda to boost trade (Linked to Project ID #2021),Rwanda,EcologicallySensitive
Ghana,Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Upper West, Upper East and Northern Regions, Ghana",10.33333,-2.25,Upper West Region,377309426.0,2010,China grants $300 million to Ghana for rural electrification,Ghana,ChinatoAfrica
Ghana,Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Upper West, Upper East and Northern Regions, Ghana",10.75,-0.75,Upper East Region,377309426.0,2010,China grants $300 million to Ghana for rural electrification,Ghana,ChinatoAfrica
Ghana,Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Upper West, Upper East and Northern Regions, Ghana",9.5,-1.0,Northern Region,377309426.0,2010,China grants $300 million to Ghana for rural electrification,Ghana,ChinatoAfrica
Ghana,Government and Civil Society,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Ghana,162851855.0,2009,150 million USD for Ghanaian e-governance projects,Ghana,ChinatoAfrica
Ghana,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Eastern Corridor, Ghana",7.15181,0.47362,Hohoe,503079235.0,2010,China Eximbank Signs US$400 million loan for Eastern Corridor,Ghana,AdditionalCoded
Ghana,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Eastern Corridor, Ghana",5.6698,-0.01657,Tema,503079235.0,2010,China Eximbank Signs US$400 million loan for Eastern Corridor,Ghana,AdditionalCoded
Ghana,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Eastern Corridor, Ghana",9.44272,-0.00991,Yendi,503079235.0,2010,China Eximbank Signs US$400 million loan for Eastern Corridor,Ghana,AdditionalCoded
Ghana,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Eastern Corridor, Ghana",6.41626,0.17306,Asikuma,503079235.0,2010,China Eximbank Signs US$400 million loan for Eastern Corridor,Ghana,AdditionalCoded
Ghana,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Eastern Corridor, Ghana",11.14714,-0.20963,Kulugungu,503079235.0,2010,China Eximbank Signs US$400 million loan for Eastern Corridor,Ghana,AdditionalCoded
Ghana,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Eastern Corridor, Ghana",7.40941,0.46771,Jasikan,503079235.0,2010,China Eximbank Signs US$400 million loan for Eastern Corridor,Ghana,AdditionalCoded
Ghana,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Eastern Corridor, Ghana",10.63195,-0.18191,Nakpanduri,503079235.0,2010,China Eximbank Signs US$400 million loan for Eastern Corridor,Ghana,AdditionalCoded
Ghana,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Eastern Corridor, Ghana",8.85488,0.05922,Bimbila,503079235.0,2010,China Eximbank Signs US$400 million loan for Eastern Corridor,Ghana,AdditionalCoded
Morocco,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Morocco,4600837.0,2006,China donates water engineering worth 22 million MD to Morocco,Morocco,ChinatoAfrica
Ghana,Emergency Response,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,unknown,0.0,0.0,Ghana,62885.0,2010,China gives donation to assist northern Ghana flood victims,Ghana,ChinatoAfrica
Morocco,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,31.23549,-8.55443,M Zouda,1852787.0,2009,School equipment,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,33.53333,-7.58333,Région du Grand Casablanca,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,33.0,-7.16667,Chaouia-Ouardigha,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,32.5,-8.75,Doukkala-Abda,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,32.16667,-6.41667,Tadla-Azilal,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,33.06635,-7.24161,Ben Ahmed,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,34.01325,-6.83255,Rabat,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,32.33725,-6.34983,Beni Mellal,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,33.08333,-7.41667,Settat Province,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,33.99111,-6.84006,Rabat,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,32.93333,-6.6,Khouribga Province,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,32.9,-8.5,El-Jadida,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,32.5,-6.33333,Beni-Mellal,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,33.5884,-7.55785,Casablanca,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,33.52012,-7.5035,Mediouna,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,33.07141,-7.24358,Ben Ahmed,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,33.55326,-7.49058,Tit Mellil,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,33.55808,-7.48647,Tit Mellil,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,32.8627,-6.57359,Oued Zem,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,32.88108,-6.9063,Khouribga,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,32.5977,-6.26844,Kasba Tadla,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Berchid-Beni Mellal,33.26553,-7.58754,Berrechid,275276857.0,2011,Berchid-Beni Mellal Highway,Morocco,ChinatoAfrica
Morocco,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Rabat,34.01325,-6.83255,Rabat,74569551.5862069,2011,China donates sports equipment to Morocco,Morocco,ChinatoAfrica
Seychelles,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Seychelles,17190664.903614458,2006,China Donates IT equipment,Seychelles,ChinatoAfrica
Seychelles,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-4.66667,55.46667,Mahé,4455101.0,2007,China Funds Construction of National Assembly Building,Seychelles,ChinatoAfrica
Seychelles,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Au Cap,-4.7,55.51667,Au Cap,7323894.0,2007,China Funds Construction of Primary School,Seychelles,ChinatoAfrica
Seychelles,Other Multisector,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Seychelles,104825013.92,2008,Grant for purchase of aircraft for anti-piracy,Seychelles,ChinatoAfrica
Seychelles,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Seychelles,32472457.33950617,2010,China provides Scholarships for Seychelles Students,Seychelles,ChinatoAfrica
Seychelles,Other Multisector,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Glacis, Les Mamelles and the Corgate Estate at Mont Fleuri",-4.63333,55.45833,Mont Fleuri,8589290.0,2011,China Grants School and Housing Projects to Seychelles,Seychelles,ChinatoAfrica
Seychelles,Other Multisector,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Glacis, Les Mamelles and the Corgate Estate at Mont Fleuri",-4.575,55.44167,Glacis,8589290.0,2011,China Grants School and Housing Projects to Seychelles,Seychelles,ChinatoAfrica
Seychelles,Other Multisector,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Glacis, Les Mamelles and the Corgate Estate at Mont Fleuri",-4.61667,55.5,Les Mamelles,8589290.0,2011,China Grants School and Housing Projects to Seychelles,Seychelles,ChinatoAfrica
Ghana,Other Social infrastructure and services,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Ministry for Youth and Sports (Ghana),0.0,0.0,Ghana,74569551.5862069,2011,Chinese Embassy donates sports equipment to Ghana,Ghana,ChinatoAfrica
Senegal,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Diamniadio,14.72051,-17.1816,Diamniadio,12025006.0,2011,China funds construction of children's hospital in Senegal ,Senegal,ChinatoAfrica
Senegal,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,unknown,14.6937,-17.44406,Dakar,70570060.0,2011,China Exim grants $30 billion XOF to revive Dakar Dem Dikk transport company in Senegal,Senegal,ChinatoAfrica
Togo,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Togo,196413.0,2005,China Donates Medical Supplies to Togolese Minister of Health,Togo,ChinatoAfrica
Ghana,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Accra, Ghana",5.58365,-0.10722,Teshie,9879679.0,2009,Teshie hospital in Accra,Ghana,ChinatoAfrica
Equatorial Guinea,Energy Generation and Supply,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,Bata,1.86391,9.76582,Bata,406236482.0,2010,China extends loan for Bata Grid projects,Equatorial Guinea,ChinatoAfrica
Zambia,Business and Other Services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-15.40669,28.28713,Lusaka,5569156.0,2000,Chinese finance Investment Center in Zambia,Zambia,EcologicallySensitive
Zambia,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,1373367.0,2001,China Donates Office Equipment worth 5 million RMB for OAU Summit,Zambia,EcologicallySensitive
Zambia,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-15.0,24.0,Western Province,3103315.0,2001,China Provides FM Radio Transmitters to Zambia worth 1.365 million USD,Zambia,EcologicallySensitive
Zambia,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-16.5,27.0,Southern Province,3103315.0,2001,China Provides FM Radio Transmitters to Zambia worth 1.365 million USD,Zambia,EcologicallySensitive
Zambia,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-13.0,25.0,North-Western Province,3103315.0,2001,China Provides FM Radio Transmitters to Zambia worth 1.365 million USD,Zambia,EcologicallySensitive
Zambia,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-9.75,30.75,Northern Province,3103315.0,2001,China Provides FM Radio Transmitters to Zambia worth 1.365 million USD,Zambia,EcologicallySensitive
Zambia,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-11.0,29.0,Luapula Province,3103315.0,2001,China Provides FM Radio Transmitters to Zambia worth 1.365 million USD,Zambia,EcologicallySensitive
Zambia,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-13.66667,32.0,Eastern Province,3103315.0,2001,China Provides FM Radio Transmitters to Zambia worth 1.365 million USD,Zambia,EcologicallySensitive
Zambia,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-14.0,29.0,Central Province,3103315.0,2001,China Provides FM Radio Transmitters to Zambia worth 1.365 million USD,Zambia,EcologicallySensitive
Zambia,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,3103315.0,2001,China Provides FM Radio Transmitters to Zambia worth 1.365 million USD,Zambia,EcologicallySensitive
Zambia,Action Relating to Debt,Debt forgiveness,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,90939622.0,2001,China cancels 40 million USD of Zambia's debt,Zambia,EcologicallySensitive
Zambia,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Kamwala area in Lusaka,-15.40669,28.28713,Lusaka,18985480.0,2002,China Grants Zambia 8.4 million USD Construction of Government Complex,Zambia,EcologicallySensitive
Zambia,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,4328298.768421053,2002,China agrees to provide Zambia with maize,Zambia,EcologicallySensitive
Zambia,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,5461370.0,2002,China to provide 20 million RMB worth of Zambia with fertilizer,Zambia,EcologicallySensitive
Nigeria,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Katsina, Kaduna, Ogun, Federal Capital Territory",7.0,3.58333,Ogun State,4403663.0,2006,China Constructs Four Primary Schools,Nigeria,ChinatoAfrica
Nigeria,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Katsina, Kaduna, Ogun, Federal Capital Territory",12.25,7.5,Katsina State,4403663.0,2006,China Constructs Four Primary Schools,Nigeria,ChinatoAfrica
Nigeria,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Katsina, Kaduna, Ogun, Federal Capital Territory",10.33333,7.75,Kaduna State,4403663.0,2006,China Constructs Four Primary Schools,Nigeria,ChinatoAfrica
Nigeria,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Katsina, Kaduna, Ogun, Federal Capital Territory",8.83333,7.16667,Federal Capital Territory,4403663.0,2006,China Constructs Four Primary Schools,Nigeria,ChinatoAfrica
Nigeria,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Katsina, Kaduna, Ogun, Federal Capital Territory",9.05785,7.49508,Abuja,4403663.0,2006,China Constructs Four Primary Schools,Nigeria,ChinatoAfrica
Sudan,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Eastern Sudan,0.0,0.0,Sudan,69614.0,2000,Grant to assist refugees,Sudan,ChinatoAfrica
Sudan,Action Relating to Debt,Debt forgiveness,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Sudan,91237450.0,2001,China forgives 63% ($40.131 million) of Sudanese debt ,Sudan,AdditionalCoded
Sudan,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Friendship Hall in Khartoum,15.55177,32.53241,Khartoum,8192054.0,2002,Grant for construction of conference hall,Sudan,ChinatoAfrica
Sudan,Energy Generation and Supply,Export credits,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Commercial,50 km to the north of Khartoum at El-Gaili (Al Jaily),16.01141,32.57978,Ej Jayli,193714647.0,2004,Construction of Garri (Qarre) II station at El-Gaili (Al Jaily),Sudan,ChinatoAfrica
Sudan,Government and Civil Society,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Sudan,17190664.903614458,2005,China sends 435 peacekeepers on UN mission to Sudan,Sudan,ChinatoAfrica
Togo,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,6.13748,1.21227,Lomé,17190664.903614458,2003,China Grants Presidential Palace to Togo,Togo,ChinatoAfrica
Togo,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Togo,136532.0,2004,China Donates Drugs and Medical Equipment to Togolese Minister of Health,Togo,ChinatoAfrica
Togo,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Lome,6.13748,1.21227,Lomé,14300970.89090909,2003,China Sends 15th Medical Team,Togo,ChinatoAfrica
Togo,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Lome,6.13748,1.21227,Lomé,14300970.89090909,2005,"China Constructs Hospital in Lome, Togo",Togo,ChinatoAfrica
Togo,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Togo,50746213.31132075,2006,China Donates Fertilizer to Togo,Togo,ChinatoAfrica
Togo,Developmental Food Aid/Food Security Assistance,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Togo,4182365.0,2006,China Donates Maize Food Aid to Togo,Togo,ChinatoAfrica
Togo,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Togo,10188.0,2007,China Donates Learning Materials to Togo,Togo,ChinatoAfrica
Togo,Action Relating to Debt,Debt forgiveness,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Togo,34373156.0,2006,China Relieves 149 million CNY of Togo's Debt,Togo,ChinatoAfrica
Sudan,Education,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,"Nyala, South Darfur State",12.04888,24.88069,Nyala,32472457.33950617,2009,Construction of school in Nyala,Sudan,ChinatoAfrica
Togo,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Agou-Gadzepe,7.5,1.16667,Plateaux,2206261.0,2008,China Constructs Two Rural Primary Schools in Togo,Togo,ChinatoAfrica
Togo,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Agou-Gadzepe,8.66667,1.0,Centrale,2206261.0,2008,China Constructs Two Rural Primary Schools in Togo,Togo,ChinatoAfrica
Togo,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Agou-Gadzepe,6.88333,0.73333,Agou Gadzépé,2206261.0,2008,China Constructs Two Rural Primary Schools in Togo,Togo,ChinatoAfrica
Togo,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Agou-Gadzepe,6.73333,0.76667,Préfecture d’Agou,2206261.0,2008,China Constructs Two Rural Primary Schools in Togo,Togo,ChinatoAfrica
Togo,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Lome,6.13748,1.21227,Lomé,14300970.89090909,2008,China Constructs Anti-Malaria Center in Togo,Togo,ChinatoAfrica
Togo,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Sanguera, Mission-Tove",6.13748,1.21227,Lomé,7937727.0,2008,Agricultural Demonstration Center grant of 40 million RMB,Togo,ChinatoAfrica
Togo,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Sanguera, Mission-Tove",0.0,0.0,Togo,7937727.0,2008,Agricultural Demonstration Center grant of 40 million RMB,Togo,ChinatoAfrica
Togo,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Togo,923781.0,2008,CHina Donates 300 Million CFA to Relieve Flood Damage in Togo,Togo,ChinatoAfrica
Zambia,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,132198.0,2003,"Computers, printers and rain coats for the police",Zambia,EcologicallySensitive
Sierra Leone,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Sierra Leone,580120.0,2000,"China Donates Agricultural Equipment Worth $250,000 USD",Sierra Leone,ChinatoAfrica
Zambia,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,17190664.903614458,2003,China donates typewriters to Zambia,Zambia,EcologicallySensitive
